"","lenguaje_punt","matematicas_punt","ciencias_sociales_punt","quimica_punt","fisica_punt","ingles_punt","idj","inst_pertenece_evaluado","estu_grupo_referencia","mod_comunica_escrita_punt","mod_ingles_punt","mod_lectura_critica","mod_razona_cuantitativo_punt","mod_comp_ciudadanas_punt","inse","d.gender_F","d.tuition_3","d.tuition_5","d.tuition_4","d.titulo_A","n"
"59839",55.39,47.5,49.06,49,46.55,52.09,1206,"U. DE NARINO","Agricultural Sciences",10,10.1,8.8,10.3,9.7,23.824077665,1,0,0,0,1,53
"59840",57.57,58.18,47.26,50.66,43.72,43.48,1206,"U. DE NARINO","Agricultural Sciences",11.7,9.8,9.3,10.4,9.8,43.872328044,1,0,0,0,1,53
"599361",51.1,67.05,57.42,58.05,37.29,46.06,1206,"U. DE NARINO","Agricultural Sciences",10.6,9.2,10.1,10.1,9.7,34.951367718,1,0,0,0,1,53
"599811",60.1,55.29,51.06,43.31,51.86,53.32,1206,"U. DE NARINO","Agricultural Sciences",9.3,10.2,11.4,11,11,44.543051243,0,0,0,0,0,53
"600531",55.7,41.64,47.04,49.01,49.33,44.34,1206,"U. DE NARINO","Agricultural Sciences",11.6,9.4,9.9,11.1,10.8,54.723025308,1,0,0,0,1,53
"602571",60.1,52.61,49.3,53.85,46.7,42.2,1206,"U. DE NARINO","Agricultural Sciences",10.4,10.2,10.3,9.8,10.2,35.068082586,1,0,0,0,1,53
"81360",60.56,52.06,54.29,59.94,50.09,47.21,1206,"U. DE NARINO","Agricultural Sciences",8,9.9,11,10,9.3,47.885558207,1,0,0,0,1,53
"85876",51.08,56.71,52.05,47.13,39.48,49.65,1206,"U. DE NARINO","Agricultural Sciences",7.8,10.4,10.3,10.7,10.3,64.369315175,1,0,0,0,1,53
"95056",49.34,66.83,46.11,51.89,38.62,61.22,1206,"U. DE NARINO","Agricultural Sciences",11.1,11.2,10.4,10,10,34.103933441,1,0,0,0,1,53
"95437",60.24,42.74,51.88,45.27,44.88,50.37,1206,"U. DE NARINO","Agricultural Sciences",10.9,9.2,10.6,10.3,9.8,38.345257434,1,0,0,0,1,53
"95489",55.65,55.63,55.75,57.25,38.62,55.95,1206,"U. DE NARINO","Agricultural Sciences",9.9,10.3,9.9,10.1,9.9,44.316723204,1,0,0,0,1,53
"96060",55.65,60.92,55.75,61.54,57.57,62.69,1206,"U. DE NARINO","Agricultural Sciences",11.1,13.6,11,10.7,10.4,46.933428427,0,0,0,0,1,53
"96868",53.5,55.63,46.11,67.3,44.88,46.06,1206,"U. DE NARINO","Agricultural Sciences",11,10.3,10.7,10,11.3,32.647694598,1,0,0,0,1,53
"97226",51.41,63.76,46.11,61.54,57.57,53.32,1206,"U. DE NARINO","Agricultural Sciences",9.7,11.2,9.7,12.2,8.9,55.193819686,0,0,0,0,1,53
"97642",53.24,58.5,57.75,51.64,39.49,50.37,1206,"U. DE NARINO","Agricultural Sciences",10.9,9.6,10.1,9.7,8.6,37.174577992,1,0,0,0,1,53
"383",43.11,56.19,43.12,54.01,46.57,42.99,1207,"U. DEL TOLIMA","Agricultural Sciences",7.7,9.5,9.9,10.2,10.5,53.068852915,0,0,1,0,0,265
"742",45.57,45.81,46.91,43.19,46.57,42.99,1207,"U. DEL TOLIMA","Agricultural Sciences",9.9,10.6,9.1,9.7,9.4,63.450374731,1,0,1,0,1,265
"2097",45.57,56.19,48.14,48.75,46.57,34.2,1207,"U. DEL TOLIMA","Agricultural Sciences",10.5,9.1,9.4,10.5,8.2,28.095716858,0,0,0,0,1,265
"2211",52.45,42.62,50.62,46.96,51.81,48.49,1207,"U. DEL TOLIMA","Agricultural Sciences",8.6,10.2,10.3,10.1,10.9,54.225368292,1,0,0,1,1,265
"3010",45.57,53.81,44.41,46.96,49.27,52.11,1207,"U. DEL TOLIMA","Agricultural Sciences",6.8,10.8,10,10.2,9,56.223423543,0,0,0,0,0,265
"3185",50.2,60.8,49.37,55.8,50.02,36.7,1207,"U. DEL TOLIMA","Agricultural Sciences",9.2,9.9,11.9,11,10.4,63.776630716,0,0,0,1,1,265
"4170",45.57,42.62,50.62,52.25,56.61,52.11,1207,"U. DEL TOLIMA","Agricultural Sciences",8.7,11.9,10.6,10.7,11.3,57.410792643,1,0,0,1,1,265
"4639",45.57,38.94,46.91,50.5,46.57,42.99,1207,"U. DEL TOLIMA","Agricultural Sciences",10.1,9.2,10.6,10.5,9.5,66.514451275,0,0,0,1,1,265
"16070",51.38,48.4,51.76,45.87,51.55,41.7,1207,"U. DEL TOLIMA","Agricultural Sciences",9.9,10.3,11.5,11.3,10.2,49.003293498,1,0,0,0,1,265
"16943",57.14,45.66,51.76,44.03,46.37,49.6,1207,"U. DEL TOLIMA","Agricultural Sciences",11.3,9.4,10.4,10,8.5,36.897305256,1,0,0,0,0,265
"17040",57.14,48.4,42.07,49.26,46.37,51.56,1207,"U. DEL TOLIMA","Agricultural Sciences",10.2,9,9.2,10.2,8.7,50.863945551,1,0,0,1,0,265
"17084",57.14,45.66,42.07,54.05,40.3,45.71,1207,"U. DEL TOLIMA","Agricultural Sciences",10.5,9.7,10.6,10.1,10.3,30.487845045,1,0,0,0,1,265
"19678",49.43,30.91,57.56,39.81,36.62,47.66,1207,"U. DEL TOLIMA","Agricultural Sciences",9.7,10.4,9.6,10.3,10,58.644123648,1,0,0,0,1,265
"20487",49.43,50.97,53.67,42.03,40.3,47.66,1207,"U. DEL TOLIMA","Agricultural Sciences",8.4,9.4,10.4,9.5,10.2,40.639796011,1,0,0,0,0,265
"20992",40.63,39.38,35.42,49.26,43.5,51.56,1207,"U. DEL TOLIMA","Agricultural Sciences",6.8,9.2,8.6,9.2,8.6,66.971439757,1,0,0,1,1,265
"24993",49.43,39.38,57.56,49.26,43.5,49.6,1207,"U. DEL TOLIMA","Agricultural Sciences",11,9.9,11.5,11,10.2,52.708049788,1,0,0,0,0,265
"25662",53.3,53.42,49.87,44.03,43.5,60.2,1207,"U. DEL TOLIMA","Agricultural Sciences",10,10.2,9.9,10.2,8.9,35.995512552,1,0,0,0,1,265
"26384",51.38,50.97,53.67,49.26,43.5,47.66,1207,"U. DEL TOLIMA","Agricultural Sciences",10.8,9.9,10.1,11.3,10,36.167634152,1,0,0,0,1,265
"27433",63.33,39.38,53.67,47.6,49.04,49.6,1207,"U. DEL TOLIMA","Agricultural Sciences",11.2,10.1,10.6,10.5,9.9,36.596274691,1,0,0,0,0,265
"27974",43.06,30.91,47.97,47.6,49.04,37.34,1207,"U. DEL TOLIMA","Agricultural Sciences",10.6,9.1,9.9,9.7,9.5,30.224568387,0,0,0,0,1,265
"30084",57.14,70.42,63.97,49.26,61.03,81.77,1207,"U. DEL TOLIMA","Agricultural Sciences",12.6,14.4,11.1,12.5,11,58.945566461,0,0,0,0,1,265
"30214",40.63,48.4,37.77,42.03,40.3,45.71,1207,"U. DEL TOLIMA","Agricultural Sciences",8.8,9.5,7.9,9.2,8.8,54.162877894,0,0,0,1,1,265
"37652",45.3,45.66,44.09,49.26,26.2,37.34,1207,"U. DEL TOLIMA","Agricultural Sciences",10,9.6,9.3,9.4,8.1,42.710835743,0,0,0,0,0,265
"38685",55.21,48.4,53.67,52.46,49.04,51.56,1207,"U. DEL TOLIMA","Agricultural Sciences",10.2,10.3,10.4,10.7,10.8,47.407847763,0,0,0,0,1,265
"38752",55.21,58.15,51.76,52.46,53.97,45.71,1207,"U. DEL TOLIMA","Agricultural Sciences",12.2,10,10.6,12.3,10.3,44.812008487,0,0,0,0,1,265
"39257",51.38,55.8,47.97,44.03,51.55,41.7,1207,"U. DEL TOLIMA","Agricultural Sciences",9.2,9.4,9.5,10,8.3,42.654633782,0,0,0,0,1,265
"39606",63.33,58.15,53.67,29.92,53.97,47.66,1207,"U. DEL TOLIMA","Agricultural Sciences",8.8,9.1,10.3,10.4,9.7,40.48177178,0,0,0,0,1,265
"41111",45.3,50.97,37.77,45.87,51.55,43.74,1207,"U. DEL TOLIMA","Agricultural Sciences",9.9,9.7,8.8,9.6,7.3,58.610876811,0,0,1,0,0,265
"43306",56.32,72.51,52.77,53.9,43.61,62.57,1207,"U. DEL TOLIMA","Agricultural Sciences",10.7,13.3,11.5,12.1,11.5,53.604748829,1,0,0,1,1,265
"46901",39.5,49.62,52.77,45.7,46.28,46.51,1207,"U. DEL TOLIMA","Agricultural Sciences",11.2,10.4,9.4,9.5,10.4,61.898189711,1,0,0,1,1,265
"48856",45.01,62.82,46.81,47.22,38.57,83.41,1207,"U. DEL TOLIMA","Agricultural Sciences",12.3,11.4,10.2,12,10.4,54.575361656,0,0,0,1,1,265
"52660",51.21,53.2,55.9,55.7,61.41,49.65,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,10.2,9.4,11,10,58.308338746,0,1,0,0,1,265
"53597",51.21,50.54,57.79,54.01,38.57,43.48,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,9.5,10.4,11,10.1,41.399454886,0,0,0,0,0,265
"53600",49.19,55.71,52.23,50.66,54.12,45.98,1207,"U. DEL TOLIMA","Agricultural Sciences",11.5,9.8,9.9,10.2,10.5,34.378950874,1,0,0,0,0,265
"53634",47.14,50.54,39.05,55.7,46.84,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",10.1,9.5,11.2,11,9.1,54.210095753,0,1,0,0,1,265
"54588",59.48,47.67,46.81,54.01,51.73,57.13,1207,"U. DEL TOLIMA","Agricultural Sciences",10,11.7,9.9,11.3,9.5,56.717745727,0,0,0,0,1,265
"56126",30.93,47.67,39.05,41.37,35.31,44.74,1207,"U. DEL TOLIMA","Agricultural Sciences",7.1,9.5,8.9,9.7,8.6,62.44410552,0,0,0,1,1,265
"56969",53.22,50.54,50.42,54.01,56.51,67.6,1207,"U. DEL TOLIMA","Agricultural Sciences",11.8,11.9,11.1,10.1,10.5,46.148307207,1,0,0,0,1,265
"57534",30.93,47.67,41.1,36.34,38.57,28.24,1207,"U. DEL TOLIMA","Agricultural Sciences",7.6,9.2,8.9,9.5,7.9,46.581877658,1,1,0,0,1,265
"58690",40.35,40.82,39.05,43.47,35.31,39.54,1207,"U. DEL TOLIMA","Agricultural Sciences",8.5,8.7,9.5,10.4,9.8,22.105402058,0,0,0,0,0,265
"60352",53.22,44.48,61.83,57.44,49.32,61.22,1207,"U. DEL TOLIMA","Agricultural Sciences",10.9,11.6,11,9.2,10.2,43.96539709,0,0,0,0,0,265
"61931",42.76,47.67,43.06,47.22,49.32,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",9.8,9,9.5,9.6,9.4,29.984814631,0,0,0,0,1,265
"61943",55.25,47.67,48.62,55.7,46.84,52.09,1207,"U. DEL TOLIMA","Agricultural Sciences",9,9.6,10.4,10.2,10.3,52.41924328,0,0,0,0,1,265
"62278",64.21,55.71,50.42,45.4,46.84,71.53,1207,"U. DEL TOLIMA","Agricultural Sciences",10,12.3,10.9,10.2,11.6,50.381365303,1,0,0,0,1,265
"64189",49.19,44.48,54.05,50.66,38.57,36.71,1207,"U. DEL TOLIMA","Agricultural Sciences",11.7,9.4,11,10,10,54.459366793,1,0,0,0,1,265
"64194",51.21,47.67,55.9,55.7,44.26,35.21,1207,"U. DEL TOLIMA","Agricultural Sciences",10.2,9.5,11.3,9.9,11.3,48.619268959,1,0,0,0,1,265
"64967",57.32,47.67,50.42,57.44,46.84,50.87,1207,"U. DEL TOLIMA","Agricultural Sciences",10.7,10.4,10.3,11.7,10,41.554352808,0,0,0,0,1,265
"65086",55.25,55.71,57.79,55.7,58.93,59.81,1207,"U. DEL TOLIMA","Agricultural Sciences",11,10.6,11.5,11.7,12.7,46.329606982,0,0,0,0,1,265
"65095",55.25,60.49,54.05,54.01,46.84,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",11.2,9.8,9.7,10.5,9.8,51.078181005,1,0,0,0,1,265
"65378",59.48,67.54,50.42,52.34,51.73,65.86,1207,"U. DEL TOLIMA","Agricultural Sciences",10.3,11.5,11,10.2,10.4,44.873520974,0,0,0,0,0,265
"65815",53.22,47.67,46.81,47.22,46.84,55.84,1207,"U. DEL TOLIMA","Agricultural Sciences",11.4,9.8,9.4,10.2,10,57.74760981,1,0,0,1,1,265
"66107",45.01,50.54,61.83,50.66,49.32,53.32,1207,"U. DEL TOLIMA","Agricultural Sciences",11.3,9.6,9.7,11.2,11.3,53.647742163,0,0,0,0,1,265
"67381",51.21,44.48,39.05,57.44,44.26,45.98,1207,"U. DEL TOLIMA","Agricultural Sciences",6.8,9.9,9.3,9.2,9.8,51.68323916,0,0,0,0,0,265
"70190",57.32,53.2,46.81,47.22,44.26,45.98,1207,"U. DEL TOLIMA","Agricultural Sciences",8.6,10.4,10.4,10.6,11,51.444761918,1,0,0,0,1,265
"70411",49.19,55.71,44.96,33.07,46.84,48.43,1207,"U. DEL TOLIMA","Agricultural Sciences",10.6,9,9,10.3,9.8,38.467227686,1,0,1,0,0,265
"70655",51.21,47.67,54.05,43.47,49.32,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",11.7,9.2,9.3,9.5,9.3,51.18391301,0,0,0,0,0,265
"71434",55.25,36.38,43.06,52.34,49.32,54.57,1207,"U. DEL TOLIMA","Agricultural Sciences",10.7,10.1,10.4,9.9,9.6,48.838081255,1,0,0,0,1,265
"73290",51.21,47.67,55.9,50.66,44.26,61.22,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,11.6,10.2,11.1,9.1,51.724645901,1,0,0,1,1,265
"73607",55.25,53.2,66.38,48.97,41.52,50.87,1207,"U. DEL TOLIMA","Agricultural Sciences",10,10.5,10.6,9.7,10.2,46.824882001,1,0,0,0,0,265
"74387",51.1,58.18,55.36,45.74,49.23,37.38,1207,"U. DEL TOLIMA","Agricultural Sciences",9.3,9.1,10.4,10.2,10,60.341543591,1,0,0,1,0,265
"75413",55.7,49.95,45.2,44.04,49.33,45.2,1207,"U. DEL TOLIMA","Agricultural Sciences",11.1,9.1,9.6,9.4,9.2,52.191474561,0,0,1,0,0,265
"79469",42.72,39.55,50.26,44.28,41.92,39.11,1207,"U. DEL TOLIMA","Agricultural Sciences",8.6,10.1,9.3,9,9,22.569782386,0,0,0,0,0,265
"230961",50.35,49.62,54.76,44.07,40.72,46.51,1207,"U. DEL TOLIMA","Agricultural Sciences",11,10.5,10.5,10.7,9.6,54.24173139,1,0,0,1,1,265
"232941",56.32,47.01,58.98,48.89,46.28,60.09,1207,"U. DEL TOLIMA","Agricultural Sciences",10.5,14.4,9.9,10.2,9.8,61.99708701,0,0,0,1,1,265
"24209",54.31,33.72,43.12,38.8,43.61,44.66,1207,"U. DEL TOLIMA","Agricultural Sciences",9.3,9.7,10.2,9.6,8.3,55.142381675,0,0,1,0,1,265
"247571",46.31,54.52,41.15,44.07,51.2,44.66,1207,"U. DEL TOLIMA","Agricultural Sciences",9.5,10,8.9,10.1,8.7,58.408330838,0,0,0,0,0,265
"25181",41.93,22.06,34.83,40.66,48.79,30.86,1207,"U. DEL TOLIMA","Agricultural Sciences",9.3,8.9,8.1,8.7,8.2,48.447121255,0,0,0,1,0,265
"253801",41.93,47.01,50.82,38.8,53.55,50.13,1207,"U. DEL TOLIMA","Agricultural Sciences",8.2,10.4,9.4,10.3,9.9,51.442554757,0,0,0,1,0,265
"254501",44.18,41.17,48.89,45.7,48.79,44.66,1207,"U. DEL TOLIMA","Agricultural Sciences",8.7,9.8,9.9,9.7,10.2,50.115322517,1,0,1,0,1,265
"257051",58.39,44.22,43.12,53.9,40.72,40.78,1207,"U. DEL TOLIMA","Agricultural Sciences",11.2,9.5,10.1,9.8,9.2,36.871974489,1,0,0,0,0,265
"270301",49.19,55.71,50.42,55.7,41.52,48.43,1207,"U. DEL TOLIMA","Agricultural Sciences",8.7,10.2,10.8,9.3,9.5,52.474951173,1,1,0,0,1,265
"28427",49.19,62.82,50.42,57.44,61.41,65.86,1207,"U. DEL TOLIMA","Agricultural Sciences",10,12.3,10.5,10.3,10.2,62.283645223,0,0,0,0,1,265
"284361",57.32,69.99,64.02,55.7,49.32,52.09,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,11.7,10.7,10.9,10.5,67.472863931,0,0,0,1,1,265
"28893",53.22,40.82,43.06,45.4,44.26,36.71,1207,"U. DEL TOLIMA","Agricultural Sciences",10.5,9.5,9.6,9.2,9.5,50.113511036,1,0,0,0,1,265
"307041",53.22,47.67,57.79,45.4,46.84,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",9.3,9.6,10.2,9.7,10,35.274809693,1,0,0,0,1,265
"31299",53.22,44.48,52.23,45.4,31.55,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",9.5,9.2,10.6,10.2,10.9,40.202556885,1,0,0,0,0,265
"31418",51.21,36.38,41.1,39.03,49.32,39.54,1207,"U. DEL TOLIMA","Agricultural Sciences",9.3,9.5,8.3,8.8,9.2,47.238080312,0,0,0,1,1,265
"32336",42.76,47.67,52.23,41.37,44.26,26.13,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,9.6,8.8,9.7,9.7,22.446138426,0,0,0,0,1,265
"32492",47.14,47.67,46.81,43.47,41.52,47.21,1207,"U. DEL TOLIMA","Agricultural Sciences",7.1,9.5,9.5,9.6,9.5,48.34542842,0,0,0,0,1,265
"329091",45.01,50.54,44.96,43.47,44.26,43.48,1207,"U. DEL TOLIMA","Agricultural Sciences",11.8,9.9,9.3,10.4,9.9,43.300547986,1,0,0,0,1,265
"33267",47.14,47.67,50.42,39.03,35.31,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",8.7,9.2,9.2,9.7,10.3,34.038367956,1,0,0,0,0,265
"33464",55.25,40.82,54.05,52.34,51.73,48.43,1207,"U. DEL TOLIMA","Agricultural Sciences",9.5,10,10.2,10.4,10.1,61.446705429,0,1,0,0,1,265
"358581",42.76,53.2,48.62,45.4,46.84,45.98,1207,"U. DEL TOLIMA","Agricultural Sciences",8.5,9.5,9.6,10.3,9,48.732691035,0,0,0,0,1,265
"358591",45.01,60.49,55.9,45.4,56.51,49.65,1207,"U. DEL TOLIMA","Agricultural Sciences",10.3,9.6,10.8,10.4,10.1,47.379761681,0,0,0,0,1,265
"362101",57.32,36.38,50.42,43.47,51.73,50.87,1207,"U. DEL TOLIMA","Agricultural Sciences",9.4,10.8,10.9,10.3,10,59.877692325,1,0,0,0,1,265
"362151",45.01,44.48,41.1,45.4,54.12,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",10,10.1,9.7,10.5,9,64.297593714,0,1,0,0,1,265
"364021",49.19,47.67,44.96,41.37,38.57,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",9.6,8.9,9.3,9.2,9.5,37.296472942,0,0,0,0,1,265
"36820",40.35,50.54,44.96,45.4,38.57,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",9.4,9.5,10.8,8.9,10,53.795283476,1,0,0,0,1,265
"372301",40.35,47.67,41.1,48.97,46.84,48.43,1207,"U. DEL TOLIMA","Agricultural Sciences",10.5,9.5,9.2,9.6,9,47.684825005,0,0,0,0,1,265
"373941",59.48,44.48,59.76,48.97,41.52,53.32,1207,"U. DEL TOLIMA","Agricultural Sciences",11.5,10,10.6,9.6,10.3,32.312741348,0,0,0,0,1,265
"37581",47.14,50.54,54.05,52.34,41.52,54.57,1207,"U. DEL TOLIMA","Agricultural Sciences",9.8,11,9.3,8.6,8.9,58.961950032,1,0,0,1,1,265
"38251",42.76,44.48,43.06,50.66,38.57,47.21,1207,"U. DEL TOLIMA","Agricultural Sciences",9.1,9.2,9.7,9.1,9.7,37.385892563,0,0,0,0,1,265
"383151",49.19,62.82,48.62,43.47,54.12,59.81,1207,"U. DEL TOLIMA","Agricultural Sciences",10,10.1,7.5,9.4,7.6,58.161235211,0,0,0,1,1,265
"38381",55.25,40.82,41.1,33.07,38.57,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,9.4,9,10.1,9.7,32.584035055,0,1,0,0,1,265
"384921",45.01,50.54,44.96,48.97,41.52,44.74,1207,"U. DEL TOLIMA","Agricultural Sciences",8.5,9.5,9.4,10.2,10.8,34.133890598,0,0,0,0,0,265
"386721",45.01,44.48,29.02,43.47,56.51,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",11.1,9.4,8.6,9.1,8.7,35.185583105,1,0,0,0,0,265
"38788",37.68,40.82,31.93,45.4,38.57,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",10.7,10.2,8.8,9,8.7,41.033673797,1,0,0,0,1,265
"39768",55.25,44.48,57.79,47.22,51.73,53.32,1207,"U. DEL TOLIMA","Agricultural Sciences",10,11,11.7,12.7,10.8,66.929734027,1,0,0,1,1,265
"407911",51.21,40.82,44.96,48.97,46.84,38.15,1207,"U. DEL TOLIMA","Agricultural Sciences",7.3,9.6,9.5,10,9,59.097274252,0,0,0,1,1,265
"41105",45.01,36.38,31.93,41.37,44.26,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",8.3,9.4,9.4,9.3,9.8,50.188390736,1,0,0,0,1,265
"413531",55.25,50.54,61.83,57.44,49.32,79.55,1207,"U. DEL TOLIMA","Agricultural Sciences",10.8,13.9,10.8,10.7,10.3,53.457822017,1,0,0,0,1,265
"41466",64.21,60.49,54.05,43.47,61.41,52.09,1207,"U. DEL TOLIMA","Agricultural Sciences",10.3,10.4,10.3,9.7,10.8,46.291549776,1,0,0,0,1,265
"421231",47.14,53.2,36.86,43.47,35.31,35.21,1207,"U. DEL TOLIMA","Agricultural Sciences",9.5,10,9.9,10.4,9.3,48.124623494,0,0,0,0,1,265
"43998",55.25,58.13,55.9,47.22,54.12,47.21,1207,"U. DEL TOLIMA","Agricultural Sciences",9.9,9.2,10.3,11.2,10.2,29.874017777,0,0,0,0,1,265
"44067",55.25,36.38,52.23,50.66,41.52,43.48,1207,"U. DEL TOLIMA","Agricultural Sciences",9.7,9.6,9.4,10.2,9.7,45.288287369,1,0,0,0,0,265
"44077",45.01,40.82,52.23,57.44,38.57,48.43,1207,"U. DEL TOLIMA","Agricultural Sciences",12.1,9.8,10.9,10.3,10.3,35.617262104,0,0,0,0,0,265
"444541",51.21,44.48,59.76,54.01,49.32,55.84,1207,"U. DEL TOLIMA","Agricultural Sciences",9.9,13.2,11.2,10.9,9.7,51.153953012,0,0,0,0,1,265
"44589",51.21,55.71,43.06,57.44,51.73,47.21,1207,"U. DEL TOLIMA","Agricultural Sciences",8.3,9.5,10.3,10.4,10.8,43.7312976,0,0,0,0,1,265
"447791",51.21,58.13,44.96,43.47,46.84,48.43,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,9.6,9.7,10.2,9.5,54.65071148,0,0,0,0,1,265
"44809",57.32,47.67,54.05,55.7,49.32,59.81,1207,"U. DEL TOLIMA","Agricultural Sciences",11.6,10.8,10.5,10.3,11,31.779643444,0,0,0,0,1,265
"450411",57.32,50.54,48.62,63.27,46.84,44.74,1207,"U. DEL TOLIMA","Agricultural Sciences",9.4,8.8,10.1,11.9,9.8,46.843606636,1,0,0,0,0,265
"451821",45.01,40.82,39.05,41.37,38.57,35.21,1207,"U. DEL TOLIMA","Agricultural Sciences",9.3,9.2,8.8,9.4,8.1,37.435067492,1,0,0,0,1,265
"451971",40.35,50.54,43.06,39.03,46.84,53.32,1207,"U. DEL TOLIMA","Agricultural Sciences",11.1,10.8,10.1,9.6,10.4,59.974386581,1,0,0,0,1,265
"454151",34.62,47.67,52.23,47.22,35.31,40.88,1207,"U. DEL TOLIMA","Agricultural Sciences",10.4,10,10.4,10.4,9.2,52.364016842,0,1,0,0,1,265
"455901",55.25,44.48,36.86,55.7,56.51,62.69,1207,"U. DEL TOLIMA","Agricultural Sciences",8.4,10.8,10.8,10.7,9.3,53.60191144,0,0,0,0,1,265
"457301",42.76,36.38,41.1,43.47,31.55,36.71,1207,"U. DEL TOLIMA","Agricultural Sciences",9.4,9.2,9.6,9.5,8.6,34.293960919,0,0,0,0,0,265
"45774",55.25,58.13,48.62,52.34,49.32,55.84,1207,"U. DEL TOLIMA","Agricultural Sciences",10.5,11.1,9.9,13,9.5,60.170918174,0,0,0,1,1,265
"460691",53.22,53.2,55.9,41.37,41.52,42.2,1207,"U. DEL TOLIMA","Agricultural Sciences",9.9,9.6,9.5,9.4,9.8,45.937187085,1,0,0,0,0,265
"46867",59.48,58.13,59.76,52.34,54.12,73.83,1207,"U. DEL TOLIMA","Agricultural Sciences",7.2,9.8,10.3,11.1,10.8,54.981433251,0,0,0,1,1,265
